Lord ID,Name,Division,Alliance ID,Alliance Tag,Current Power,Power,Merits,Units Killed,Units Dead,Units Healed,T1 Kill Count,T2 Kill Count,T3 Kill Count,T4 Kill Count,T5 Kill Count,Building Power,Hero Power,Legion Power,Tech Power,Victories,Defeats,City Sieges,Scouted,Helps Given,Gold,Gold Spent,Wood,Wood Spent,Ore,Ore Spent,Mana,Mana Spent,Gems,Gems Spent,Resources Given,Resources Given Count,City Level,Faction
6652271,Ironman mk9,106,197524,MLS,"1,73,60,261","2,08,68,039","51,060","2,06,139",506,"22,13,429","30,200",564,"3,302","1,56,725","13,900","58,86,655","10,93,160","18,95,881","84,84,565",525,208,5,2,"6,789","39,17,30,742","91,03,03,913","36,02,89,900","90,25,95,184","36,46,99,514","63,64,51,944","30,45,95,073","29,16,71,606",,"47,900","22,08,80,612",105,23,Wilderburg
5157098,ʳʰˢ Skyer,106,274042,FlSG,"1,62,68,070","1,62,68,070",,"1,06,71,280","2,23,816","2,46,57,767","17,95,296","19,92,625","15,49,038","48,82,771","1,78,821","62,99,521","24,99,700","35,56,139","39,12,710","8,729","2,227",283,"1,647","35,133","52,94,27,477","28,52,11,593","50,81,73,622","27,36,43,597","43,76,52,150","19,47,67,460","15,00,66,294","6,59,30,759",152,"33,737","7,49,37,591",56,23,League of Order
17421945,Grumpysfarm,106,197524,MLS,"1,42,94,288","1,42,94,288","1,81,632","23,604",,"33,22,315",0,0,0,"18,850","4,754","47,23,194","20,10,360","46,80,090","28,80,644","1,813",115,,,"5,840","81,20,84,217","1,71,14,51,442","77,28,45,016","1,71,99,78,488","63,16,35,526","1,16,99,17,551","15,17,21,341","32,78,47,394",180,"70,476","1,46,22,80,573",626,22,League of Order
14632784,babyspidey,106,197524,MLS,"1,34,02,991","1,34,02,991",,"6,42,619","81,948","54,74,601",793,"26,616","1,92,126","4,21,963",402,"45,84,787","15,93,820","42,45,597","29,78,787",577,401,,,"6,333","1,48,70,77,950","1,65,53,19,175","1,79,95,60,308","1,97,41,09,372","91,90,64,717","1,04,21,90,086","13,69,64,900","20,02,19,245",,"64,481","1,89,31,89,786",735,23,League of Order
5100230,ᴿᴹ GevDakaar,106,,,"1,33,31,660","1,33,31,660",,"1,30,63,775","1,61,576","1,39,50,020","24,91,059","34,67,181","34,37,873","32,36,427","1,02,064","47,91,457","18,58,000","39,39,739","27,42,464","8,763","1,914",195,445,"18,792","12,03,07,078","12,54,500","18,62,96,923","12,66,500","15,98,22,761","9,68,000","6,51,22,658","4,78,500",10,,"6,67,731",3,23,League of Order
19450354,ITFDB,106,197524,MLS,"1,31,64,415","1,31,64,415","1,40,341","60,387",350,"79,12,719",0,78,"4,392","47,413","8,504","41,74,460","30,44,800","35,03,098","24,20,057","8,330",317,1,,"8,899","39,37,27,312","75,02,29,990","36,42,73,404","74,77,64,083","28,13,75,528","49,54,59,683","11,82,17,183","16,23,39,017",,"31,791","6,52,00,000",30,22,League of Order
5059959,Shadow demon,106,197524,MLS,"1,27,85,221","1,27,85,221",,"3,69,573","1,07,025","39,11,858","36,515","88,821","74,099","82,994","39,931","51,73,288","21,31,810","26,94,778","27,85,345","4,005",301,27,4,"16,769","14,48,94,326","48,63,93,543","9,54,44,561","46,03,20,793","6,27,54,949","31,09,38,252","3,37,86,248","10,39,33,467",720,"75,612","22,63,725",4,23,Wilderburg
5081251,Udhin,106,197524,MLS,"1,26,32,784","1,26,32,784","1,077","1,85,777",,"56,39,660","62,897","99,371","9,772","12,070","1,667","45,87,316","27,78,670","31,05,940","21,60,858","6,136",306,,13,"9,176","48,69,77,123","69,95,69,200","43,26,21,270","68,90,48,940","25,52,26,983","43,75,45,925","9,72,67,301","15,46,71,250",90,"48,890",,,23,League of Order
16887640,Andycapp 2,106,355714,phx1,"1,20,56,299","1,20,56,299",,"14,711",,"47,55,514",0,0,0,0,0,"33,72,162","19,63,740","40,08,721","27,11,676","4,327",330,,,"8,271","35,26,71,033","70,54,32,900","33,40,98,443","74,09,75,148","21,74,92,860","44,34,93,850","11,97,15,897","18,45,59,550",,"35,975","48,00,000",3,22,Springwardens
5080012,Sting00,106,197524,MLS,"1,17,34,302","1,17,34,302","32,244","4,81,208","49,932","20,09,874","80,038","1,73,092","1,03,022","77,268","12,886","43,76,175","27,41,070","21,87,872","24,29,185","2,871",170,14,21,"9,623","11,87,87,607","35,14,57,194","10,42,20,064","35,11,80,142","7,60,93,709","26,62,99,288","5,35,85,755","9,48,51,778",10,"1,94,076",,,22,League of Order
5067543,Bellarh,106,197524,MLS,"1,13,49,014","1,13,49,014",,"1,03,408","48,666","8,05,566","37,798","39,242","11,000","9,923",0,"26,90,662","19,23,050","36,47,905","30,87,397",508,149,7,7,"4,446","5,76,01,189","37,21,98,860","5,28,96,311","36,51,78,210","5,36,37,418","26,36,32,772","2,34,71,986","10,56,05,490",120,"36,760",,,20,Wilderburg
5087473,Lonewølf,106,197524,MLS,"1,10,86,000","1,10,86,000",,"7,41,110","1,05,450","35,60,618","17,244","2,87,989","2,20,571","2,00,550","11,767","56,44,116","20,21,640","18,43,367","15,76,877","1,707",464,12,9,"21,052","11,83,71,284","36,31,72,920","15,98,32,073","36,72,66,800","12,79,09,684","26,32,75,875","4,93,72,693","4,25,32,200",80,"75,255","60,000",1,24,League of Order
13789311,Sean Farm,106,197524,MLS,"1,05,04,367","1,05,04,367","2,85,571","21,76,218","5,051","57,14,394","61,407","4,41,210","7,37,842","9,24,891","10,761","30,22,381","22,76,890","28,90,891","23,14,205","4,898",381,,151,"12,832","46,16,78,780","40,78,19,380","42,68,19,033","39,93,93,374","21,87,26,073","22,82,48,018","7,38,69,975","7,63,87,569",22,"4,805","43,69,94,811",207,21,Springwardens
16570551,ID Unknown II,106,197524,MLS,"1,04,52,697","1,04,52,697","1,97,000","18,614","23,120","28,93,706","11,663",342,306,"6,289",14,"25,43,356","23,70,700","40,67,841","14,40,800","1,846",46,,3,"4,335","53,20,27,136","1,03,18,04,732","76,37,39,006","1,27,65,00,015","56,95,64,176","81,49,94,060","2,97,78,917","14,85,75,290",20,"1,22,296","1,38,93,79,524",813,21,Wilderburg
5027245,Piggybanks,106,196210,EmTm,"97,10,041","97,10,041","1,51,263","1,34,53,873","1,08,605","1,46,38,811","33,61,824","54,84,724","27,49,032","14,71,875","29,279","33,37,681","13,45,730","30,90,276","19,36,354","6,589","1,354",439,818,"33,944","21,78,33,008","30,88,17,346","20,15,51,570","31,58,09,308","16,61,10,094","24,56,44,167","7,41,98,308","8,88,31,714","2,850","2,595","22,72,00,662",97,23,League of Order
19449976,Nocto JR,106,197524,MLS,"94,49,114","94,49,114","1,64,605","2,59,029","8,388","28,78,051","3,410","25,584","1,97,709","18,887","12,689","33,15,092","17,70,700","23,98,306","19,65,016","1,659",162,,3,"4,916","24,63,78,102","64,00,96,674","20,07,76,174","65,22,30,326","8,40,74,756","35,29,78,348","4,35,41,090","13,01,91,444",,"65,880",,,21,Wilderburg
5062234,BLITZ 81,106,,,"88,47,431","99,15,270",,"6,91,509","30,787","68,53,581","28,836","73,773","95,340","4,26,792","40,024","40,64,346","14,32,400","15,44,620","17,99,465","6,413",759,21,8,"13,923","13,62,66,175",,"17,68,17,395",,"14,36,38,572",,"6,93,32,001",,,,,,22,Wilderburg
5038759,ᵂᵃᴿKingJulians,106,,,"84,54,380","84,54,380",,"43,21,726","72,076","33,79,244","7,64,819","12,37,295","10,78,315","12,00,949","35,299","28,69,571","18,17,150","18,11,171","19,56,488","4,211",932,10,103,"11,796","3,86,09,568",,"73,17,407",,"1,28,40,367",,"3,35,70,035",,130,"1,500",,,22,League of Order
18321405,Blitzeisfrosti,106,274042,FlSG,"84,01,775","84,01,775",,,,"12,47,943",0,0,0,0,0,"27,51,498","17,33,500","20,47,713","18,69,064","1,684",250,,,"1,160","13,97,50,578","41,78,50,104","14,13,96,149","46,64,37,252","9,19,47,428","28,54,92,920","5,71,17,900","10,83,08,390",160,"19,870",,,21,Springwardens
5126033,Lorddog6969,106,197524,MLS,"83,93,489","83,93,489",,"8,91,787","1,41,472","50,94,933","2,36,360","3,51,425","19,941","1,27,262","51,697","25,49,362","15,80,470","28,88,138","13,75,519","1,677",555,200,46,"6,679","8,13,82,186","31,46,34,947","7,79,98,501","37,52,90,892","9,54,47,628","25,84,73,593","5,20,47,052","11,07,50,319","9,380","26,810",,,22,League of Order
6562223,Tbailey360farma,106,355714,phx1,"82,56,210","82,56,210",,"24,320","26,216","9,18,416",0,873,647,"22,429",371,"26,27,821","11,28,570","18,31,690","26,68,129",139,71,,,"4,820","20,59,42,867","35,77,55,965","19,42,79,997","36,71,40,519","15,44,90,743","26,88,92,342","9,05,98,986","14,87,14,540",315,"15,540","4,59,18,010",22,21,League of Order
5119033,Guhdox,106,197524,MLS,"82,05,973","82,05,973",,"6,11,905","4,223","22,03,666","2,36,054","1,50,380","70,261","1,30,953","8,126","26,85,453","16,89,230","23,06,172","15,25,118","2,331",209,25,43,"14,243","16,77,34,323","8,10,06,860","16,13,93,808","7,83,11,100","12,34,11,290","6,56,09,197","7,26,93,681","3,50,80,910",20,183,,,22,Springwardens
12622649,ˢˡᵉᵉᵖʸSean,106,197524,MLS,"79,77,217","79,77,217",,"37,53,836",81,"14,51,914","17,51,411","4,98,361","11,33,962","3,54,825","15,277","24,15,196","19,83,950","17,61,873","17,03,698","4,320",211,,98,"11,003","21,98,10,878","8,66,07,844","23,25,09,329","8,41,99,153","13,65,35,847","5,13,90,364","5,54,89,331","2,64,41,800",532,,"6,71,14,659",35,21,League of Order
1359093,RyuKenFarm,106,197524,MLS,"67,16,114","67,16,114",708,"39,569","15,874","8,48,837","1,350","5,547","6,715","24,084","1,873","18,66,443","13,80,350","17,81,013","16,88,308",772,97,,1,"8,401","48,79,55,997","42,41,86,468","49,08,34,312","44,83,34,132","37,30,73,501","23,53,25,175","61,31,645","8,26,36,330",279,"14,961","34,28,71,552",137,21,League of Order
15464097,Ironman mk6,106,197524,MLS,"63,09,642","63,09,642",260,437,"6,541","62,464",0,0,0,267,170,"34,88,547","3,13,620","2,17,357","22,90,118",,120,,,"4,899","13,12,98,642","66,41,55,394","11,24,87,138","72,92,62,748","10,42,44,774","44,46,02,078","13,82,31,040","11,64,98,750",,"39,037","4,44,00,000",18,22,Wilderburg
16179555,CharlesIngalls,106,197524,MLS,"59,35,399","59,35,399","27,695","17,248","41,003","7,68,804",0,0,0,"11,824","5,424","24,54,266","9,89,690","14,16,965","10,74,478",149,135,,1,"1,002","33,40,34,502","63,68,61,680","32,79,56,623","65,39,87,253","22,99,85,098","41,15,08,315","2,84,69,851","7,09,37,755",,"27,870","19,87,91,290",105,22,Springwardens
5047028,ᵉᵛᵃkemosabe,106,,,"57,89,174","64,58,910",,"69,25,646","1,02,015","61,80,499","8,63,321","29,27,259","18,00,478","12,37,423","89,800","27,13,550","9,86,100","7,89,676","12,99,848","3,851",900,10,183,"24,929","11,90,43,817",,"20,31,53,051",,"14,13,48,603",,"7,12,02,588",,,,"14,19,003",2,22,League of Order
15463655,Ironman mk4,106,196210,EmTm,"55,11,353","55,11,353",,176,,"1,24,084",0,0,0,0,0,"21,39,512","4,25,570","2,61,330","26,84,941",,98,,,"4,758","16,81,56,619","35,10,67,200","10,98,83,244","32,81,55,200","32,00,44,525","22,07,25,800","10,00,10,525","10,03,06,500",,"34,249",,,20,League of Order
5093189,PsychWing,106,,,"53,14,336","53,68,384",,"5,03,551","41,463","14,20,535","1,41,469","91,883","1,22,068","1,39,932",606,"21,62,043","9,97,350","8,10,986","13,39,459","1,133",210,6,30,"12,218","3,65,41,811","40,31,849","3,87,43,442","43,41,698","3,65,78,329","21,91,657","2,22,59,945","10,32,684",,,,,21,Wilderburg
5063073,Treelight89,106,274042,FlSG,"51,68,754","51,68,754",,"3,12,621","75,993","14,65,032","57,818","51,166","1,14,359","87,640",56,"22,44,457","12,29,650","9,78,841","7,15,806","2,396",392,2,5,"6,140","6,53,17,224","53,56,000","7,19,16,310","46,20,000","6,11,69,468","42,72,500","2,08,73,505","5,20,000","1,053",750,"13,00,000",5,21,Springwardens
13418643,SprouseFarm,106,197524,MLS,"50,32,132","50,32,132","5,674","34,495",515,"4,69,128","4,164",30,0,"30,089",0,"17,36,649","11,83,420","14,29,924","6,82,139",756,29,2,2,"2,379","16,41,38,376","19,57,87,472","16,64,02,653","19,76,32,275","14,50,93,238","15,34,90,266","4,93,08,001","4,66,40,400",,"1,179","3,74,31,356",29,20,Springwardens
15422798,Ironman mk7,106,197524,MLS,"48,58,246","48,58,246",,,,"17,902",0,0,0,0,0,"21,02,216","3,48,170","2,58,041","21,49,819",,95,,,"5,047","16,01,26,721","50,07,73,592","12,18,69,363","55,77,65,510","9,43,08,603","23,91,30,792","14,18,55,742","9,68,05,100",,"46,700","38,16,00,000",159,20,Wilderburg
19864509,Udhin2,106,197524,MLS,"46,96,834","47,18,195",,,,"7,43,414",0,0,0,0,0,"16,56,510","12,27,030","12,42,821","5,56,158","1,754",77,,,"2,347","18,77,83,577","28,59,91,270","14,32,74,717","27,64,58,578","10,92,10,851","18,32,08,965","3,76,11,630","4,12,01,320",,"41,570","6,82,10,000",59,21,Springwardens
15213540,Cersei LANNISTER,106,196210,EmTm,"37,29,894","37,29,894","4,786","30,874","74,591","21,74,815",0,0,0,"29,564","1,310","20,12,199","5,37,220","4,31,196","7,49,279",76,228,,8,"2,726","8,40,76,808","57,50,51,857","3,55,19,384","50,34,10,605","3,42,21,367","35,28,39,077","25,37,469","5,79,12,617",,"1,46,629","53,14,20,109",312,21,Wilderburg
5095144,Ktab,106,274042,FlSG,"36,37,442","36,37,442",,"5,57,031","1,73,936","13,87,728","2,84,699","95,630","84,652","20,369",0,"13,09,102","10,20,750","8,89,232","4,18,358",937,181,155,83,"3,293","11,31,07,332","4,38,25,300","14,60,63,695","4,25,14,800","3,40,99,472","1,87,62,400","2,58,11,104","38,11,000",570,"4,022",257,1,20,League of Order
5129298,Subway㋡,106,,,"30,96,500","30,96,500",,"3,94,198","53,905","13,85,306","66,596","2,28,404","74,139","3,088","6,131","9,51,870","12,20,120","4,15,091","4,90,019","1,164",359,21,47,"13,012","2,50,18,586","64,53,100","2,88,96,875","59,32,300","2,64,11,136","45,14,600","75,19,357","12,78,000",386,,"20,08,275",2,17,League of Order
5045110,jovany,106,,,"29,73,954","29,73,954",,"8,854","13,013","1,27,699","2,113","1,080",656,"3,849",0,"11,47,887","5,87,175","5,99,044","6,39,848",165,65,4,,"1,953","78,088","9,15,43,310","5,46,748","9,53,53,060","34,57,532","6,55,50,857","15,45,600","2,74,17,130",2,"17,192",,,19,Springwardens
14807620,loveboat,106,197524,MLS,"24,81,577","24,81,577","20,000","17,488",,"1,54,358",0,"3,113","13,204","1,171",0,"10,34,009","5,57,210","4,75,162","4,15,196",459,154,,,"1,013","7,47,67,120","19,50,55,948","6,60,80,041","18,16,23,175","3,95,23,797","11,05,37,203","45,68,378","1,86,40,250",,"14,101","15,26,34,018",67,20,Wilderburg
17510648,Heiimdall farm,106,197524,MLS,"24,53,145","24,53,145","56,087",275,,"1,26,531",0,0,0,209,66,"10,35,547","10,01,760","2,70,674","1,45,164",636,89,,1,"1,094","11,59,58,331","13,91,53,810","9,61,55,263","13,87,36,095","7,50,40,930","8,53,97,565","1,08,00,573","1,57,31,800",70,"19,119","1,98,52,585",53,20,Springwardens
14647608,Sean Farm 2,106,197524,MLS,"21,35,189","21,35,189",,"15,889",,"1,93,876",0,0,0,0,0,"5,26,445","7,77,790","6,18,666","2,12,288",724,31,,,"1,701","7,13,42,168","11,67,12,135","5,66,40,173","10,92,52,997","9,16,39,009","11,24,51,483","10,19,465","51,41,450",,"14,022","18,11,82,582",102,17,League of Order
5098740,skorkin,106,,,"20,89,062","20,89,062",,"2,05,399","1,366","4,32,281","67,659","1,21,063","8,934","2,581",0,"5,65,942","7,38,650","5,06,725","2,76,145",631,166,5,15,"3,355","1,20,90,593",,"89,26,062",,"1,33,36,627",,"10,80,835",,20,,,,17,Wilderburg
15454219,Ironman mk10,106,197524,MLS,"20,28,973","20,28,973",,,,474,0,0,0,0,0,"8,65,176","1,75,270","1,54,810","8,33,717",,5,,,"3,521","11,83,23,635","14,33,04,500","6,81,01,660","11,99,32,600","7,14,50,697","7,90,60,450","7,35,55,689","3,97,88,250",,"36,570",,,18,League of Order
15788329,Ironman mk8,106,197524,MLS,"19,88,164","19,88,164",,,,"1,690",0,0,0,0,0,"9,36,798","3,60,620","1,51,476","5,39,270",9,7,,,"1,737","10,36,47,803","24,66,06,488","7,33,79,069","28,07,79,172","5,60,70,223","11,41,24,106","6,41,56,111","2,39,62,250",10,"24,920","31,20,00,000",156,18,League of Order
14264516,Boruto Hima,106,,,"19,67,213","19,67,213","2,753","7,829","14,906","4,76,530",0,0,0,0,0,"7,90,033","6,59,148","3,50,931","1,67,101",936,214,,1,"1,828","3,21,03,719","4,48,06,400","2,58,82,501","4,54,40,849","1,91,19,120","3,03,38,157","55,30,637","59,65,440",,,,,19,League of Order
5128375,Alhimik,106,,,"19,36,716","19,36,716",,"6,03,294","65,367","9,75,840","1,96,138","2,70,747","40,882","38,711",0,"5,90,687","5,18,950","4,97,042","3,30,037","1,376",123,86,175,"2,404","4,11,53,688","20,64,248","3,81,77,202","23,04,548","1,77,79,569","9,75,328","14,24,589","76,500",10,"1,500","4,12,787",3,18,Springwardens
5485381,Suchkamoiy,106,355714,phx1,"18,37,973","18,37,973",,"4,239","7,115","39,351",436,0,335,"3,468",0,"6,26,266","5,75,850","3,34,607","3,01,250",700,7,,1,"3,314","1,32,03,012","50,49,600","1,21,20,319","51,27,300","1,06,39,302","29,21,300","56,27,244","7,03,500",140,"12,100",,,18,League of Order
5064201,Julius17432,106,274042,FlSG,"18,16,583","18,16,583",,714,50,"1,64,055",0,0,0,0,0,"4,00,623","6,63,240","4,46,962","3,05,758",307,157,,2,"1,094","3,23,412","5,39,71,400","3,34,485","5,58,96,000","3,91,973","2,32,86,850","3,79,988","55,10,500",,"20,660",,,16,Springwardens
5107841,Master Gandalf,106,197524,MLS,"18,03,036","18,03,036",,163,"1,366","41,181",72,0,0,91,0,"5,26,925","8,52,520","3,28,655","94,936",554,51,,,"1,232","1,62,25,978","6,59,63,080","1,16,78,373","6,21,40,400","70,78,212","3,47,72,935",,"42,96,000",,"40,840",,,18,Springwardens
5072116,Kikin201222,106,338107,Boby,"17,00,872","17,00,872",,"90,517","26,122","1,19,191","21,389","48,730","1,102","1,438",0,"4,92,704","7,03,740","2,77,170","2,27,258",499,104,27,5,436,"6,66,714","1,23,00,100","1,59,283","1,32,20,100","13,198","73,11,000",,"37,25,500",,"1,240","10,000",1,17,Springwardens
5112753,Binder,106,,,"15,67,291","15,67,291",,"10,965",388,"1,37,513",809,"6,660","3,167",50,0,"4,49,152","5,22,100","3,22,419","2,73,620",597,167,,,"1,898","1,14,788","1,600","18,58,830","1,600","26,10,645",,"11,18,699",,90,,,,16,Wilderburg
5038709,SparkyGamerX,106,,,"13,48,926","13,48,926",,"32,137",,"1,87,596",0,0,0,0,0,"4,74,507","3,20,020","2,67,970","2,86,429","1,003",248,,,"1,291","4,28,016",,"3,65,542",,"12,60,759",,"2,64,172",,,,,,17,Springwardens
20016195,whoareYOu,106,196210,EmTm,"12,90,334","12,90,334",,829,"3,634","34,407",0,0,119,710,0,"4,32,591","4,04,340","2,72,512","1,80,891",32,11,,,121,"9,22,09,273","7,73,61,932","11,11,30,067","6,96,99,956","5,36,96,896","3,89,85,561","91,14,142","1,03,56,500",,"8,009",,,17,Wilderburg
5112514,Progamer08,106,,,"12,30,479","12,30,479",,"40,079","14,102","2,77,639","13,283","14,469",832,200,0,"2,02,062","4,54,680","3,74,200","1,99,537",343,251,32,4,18,"9,18,604","1,59,05,350","11,47,705","1,57,14,010","6,71,821","1,15,56,800",,"16,14,000",,"2,063",,,14,Wilderburg
5069437,WHISKEYFIRE,106,,,"10,55,874","10,55,874",,"12,623","6,882","43,994","1,557","5,821","2,824","2,421",0,"3,12,340","3,97,670","1,92,017","1,53,847",109,45,,1,328,,"21,40,800","35,000","29,00,300",,"7,87,750",,"1,94,500",,800,,,15,Springwardens
5143252,zeuz01,106,,,"9,99,953","12,23,265",,"52,828","35,630","6,98,528","15,134","12,104","10,603","14,987",0,"2,17,216","4,78,050","2,25,158","79,529",348,171,,,"1,890","1,56,67,743","2,00,000","1,49,37,798","2,00,000","51,16,771","1,50,000","84,000","1,00,000",10,,,,13,Springwardens
15224722,BabyPAX,106,338107,Boby,"9,31,379","9,31,379",,,,1,0,0,0,0,0,"6,00,233","1,06,400","1,65,431","59,315",,,,,84,"3,55,55,162","15,62,05,436",,"8,49,20,257",,"6,73,38,929",,"52,14,000",,"81,476","14,26,92,159",73,18,League of Order
5132376,Trexon,106,274042,FlSG,"8,71,157","8,71,157",,,,"12,289",0,0,0,0,0,"1,59,617","4,13,740","2,30,164","61,636",60,9,,,165,"24,37,089","1,74,33,260",,"1,60,80,460","5,06,281","93,38,350",,"11,98,750",,"5,110",,,12,Wilderburg
20298835,OneNuDhin,106,274042,FlSG,"8,68,345","8,68,345",224,654,,"1,37,107",0,0,618,36,0,"1,99,690","3,33,360","2,44,557","90,738",394,45,,,90,"1,19,74,847","1,79,79,900","1,07,00,365","2,04,49,200","87,90,889","1,17,06,250","40,95,460","20,05,450",,"5,000",,,14,Wilderburg
5066740,Carrioncorpse,106,,,"8,66,148","8,66,148",,"28,888",,"60,886","17,837","10,646",326,79,0,"1,82,877","3,01,100","2,25,992","1,56,179",332,67,,2,"1,472","2,05,435",,"1,52,490",,"2,17,787",,,,,,,,13,Wilderburg
5065760,Tief berg,106,,,"8,65,289","12,43,263",,"1,71,143","28,951","2,69,078","63,666","55,388","18,748","11,980",0,"2,38,266","4,20,100","1,33,048","73,875",559,95,32,28,"3,013","16,27,620",,"1,79,194",,"2,20,529",,"1,98,410",,36,,,,13,Springwardens
5114980,Penguasa5114980,106,,,"8,51,663","8,51,663",,"14,182","11,891","95,746","5,852","7,528",52,750,0,"2,63,417","2,30,300","2,02,647","1,55,299",46,36,,,212,"34,832",,,,"54,265",,,,,,,,15,Springwardens
5079691,Dark x,106,,,"8,10,347","8,78,547",,"14,122","6,852","27,266","5,936","2,849","1,680","1,400",0,"3,19,883","3,46,350","69,633","74,481",143,36,9,5,"1,285","2,63,770",,"3,30,275",,"1,37,085",,"42,000",,13,,,,16,Wilderburg
5048516,UknownGuy,106,,,"6,86,497","6,86,497",,"47,335","10,128","18,273","19,646","17,807","1,285",250,0,"1,64,343","2,37,450","2,19,111","65,593",164,23,6,1,415,"12,878",,"47,712",,"47,737",,,,,,,,14,Wilderburg
5155739,TheBamboozler,106,,,"6,45,063","6,45,063",,"14,394","1,938","31,771",0,0,0,0,0,"1,13,438","3,00,750","1,75,096","55,779",319,53,15,,650,"19,43,105","4,92,000","11,24,348","5,22,000","15,95,470","4,83,500",,"37,500",,,,,13,Wilderburg
19658433,albumvii,106,,,"6,18,961","6,18,961",,,,"16,107",0,0,0,0,0,"2,37,063","2,33,650","99,920","48,328",172,2,,,6,"3,62,88,000","3,41,09,200","3,44,81,280","3,34,07,600","3,87,17,176","2,11,04,900",,"8,73,500",,"3,867",,,15,League of Order
19658024,maceyp,106,274042,FlSG,"5,88,549","5,88,549",,,,"19,847",0,0,0,0,0,"2,36,701","2,06,350","97,170","48,328",165,1,,,,"3,44,13,560","2,89,94,200","3,26,34,000","2,85,17,600","3,69,71,109","1,60,17,400",,"8,21,500",,"2,188",,,15,League of Order
5138218,The Sūn,106,274042,FlSG,"5,86,011","5,86,011",,,,"3,818",0,0,0,0,0,"79,220","3,03,180","1,61,990","41,621",70,7,,,50,"7,71,721","41,13,530","11,59,595","37,35,830","11,17,706","25,86,450","15,59,460","3,53,250",,"1,720",,,12,Wilderburg
12546293,ไข่โตมโหฬาร F4,106,352061,WHR,"5,80,581","5,80,581",,227,722,"1,106",0,0,0,0,0,"1,77,156","1,39,100","1,45,476","1,18,849",39,8,,,198,"7,84,600","43,48,400","12,82,405","40,65,600","5,67,000","26,88,750","7,56,000","3,17,500",,"1,200",,,15,League of Order
19658702,unli,106,,,"5,62,281","5,62,281",,,,"20,858",0,0,0,0,0,"1,99,207","2,17,550","97,780","47,744",164,,,,,"3,11,22,000","2,98,42,500","3,15,14,592","2,89,75,700","3,75,71,003","1,88,60,600",,"5,93,500",,"3,278",,,15,League of Order
19658448,pantlyr,106,,,"5,59,981","5,59,981",,,,"20,373",0,0,0,0,0,"1,99,207","2,12,550","1,00,480","47,744",162,2,,,,"3,37,17,297","3,11,19,800","3,46,80,651","2,79,55,000","3,37,50,039","1,88,60,400",,"5,93,500",,"3,360",,,15,League of Order
19657856,troopsS,106,274042,FlSG,"5,42,825","5,42,825",,,,"22,518",0,0,0,0,0,"1,99,615","2,00,850","92,344","50,016",163,,,,,"2,70,83,000","3,46,65,000","2,96,96,427","3,39,31,200","3,15,72,609","2,36,37,100",,"5,93,500",,"3,014",,,15,League of Order
20480119,LuosunGGFF,106,305960,WoTC,"5,34,888","5,34,888",,,,"32,564",0,0,0,0,0,"1,56,665","1,71,000","1,90,341","16,882",808,12,,,192,"5,59,13,187","2,73,05,600","4,71,19,761","2,69,90,300","4,24,08,103","70,77,700",,"5,08,000",,,,,15,Wilderburg
5055080,KRAYZ,106,,,"5,33,865","5,33,865",,"1,355","1,642","15,152",0,0,0,0,0,"1,05,534","1,69,410","1,73,451","85,470",7,7,,1,38,"5,23,042",,"2,89,777",,"71,048",,,,,,,,12,Wilderburg
19657886,shipsqu,106,,,"5,33,537","5,33,537",,,,"19,129",0,0,0,0,0,"1,99,079","1,97,650","91,094","45,714",160,,,,,"2,74,14,691","3,09,60,700","2,59,17,700","2,76,25,400","2,64,69,736","1,85,67,500",,"5,93,500",,"3,052",,,15,League of Order
20480553,YunxieSRXFF,106,305960,WoTC,"5,29,178","5,29,178",,,,"34,989",0,0,0,0,0,"1,56,665","1,79,700","1,75,931","16,882",819,,,,201,"4,55,11,179","2,72,81,400","5,84,98,688","2,61,39,500","5,20,26,771","70,91,700",,"5,08,000",,,,,15,Wilderburg
5087495,SweynForkbeard,106,,,"5,15,016","5,17,709",,"11,589",65,"43,362","2,818","5,438","3,333",0,0,"76,008","2,87,800","1,17,662","33,546",128,30,,3,451,"97,940","34,100","1,29,194","34,100",,"22,700",,,,,,,11,League of Order
20480624,Xueliu977FF,106,305960,WoTC,"5,12,042","5,12,042",,,,"36,103",0,0,0,0,0,"1,29,899","1,88,600","1,76,661","16,882",811,,,,152,"5,12,16,748","2,40,89,400","5,16,76,170","2,44,53,500","4,27,44,146","58,22,200",,"3,64,000",,,,,14,Wilderburg
5111994,The good lord,106,,,"5,06,689","5,06,689",,"21,477","12,564","83,203","7,559","9,035","3,476",935,0,"1,02,808","2,40,874","1,09,531","53,476",162,118,2,2,535,"31,76,632","34,21,200","26,07,506","32,43,000","18,84,732","23,64,900","11,59,214","4,28,750",20,,,,13,Wilderburg
20480184,AHNNN50FF,106,305960,WoTC,"5,01,696","5,01,696",,,,"33,687",0,0,0,0,0,"1,39,103","1,62,600","1,83,111","16,882",821,17,,,197,"6,03,68,264","2,60,63,400","6,68,54,328","2,56,65,500","4,11,18,990","70,85,700",,"5,08,000",,,,,14,Wilderburg
5039274,oudbierblik,106,,,"4,91,888","4,91,888",,646,110,295,584,62,0,0,0,"1,24,739","1,50,100","1,21,520","85,470",9,,,,,,"21,21,920",,"20,47,300",,"17,58,775",,"1,20,000",,148,,,13,Springwardens
